Date,Site,Season,Set Number,Species,SpeciesName,FunctionalGroup,Total_Length (mm),SampleTube,Photo #,DevelopmentStage,Comments
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,63,571,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,cunner,Tautogolabrus adspersus,BonyFish,71,572,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,sandlance,Ammodytes sp.,BonyFish,NA,NA,,Unknown,over 1000 sandlance here
29-Aug-23,Wolfes Island,Summer,1,Cunner,Tautogolabrus adspersus,BonyFish,NA,NA,,Unknown,10 additional cunner
29-Aug-23,Wolfes Island,Summer,1,shrimp,Decapoda,Crustaceans,NA,573,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,Mysid,Mysida,Crustaceans,NA,574,,Unknown,
29-Aug-23,Wolfes Island,Summer,1,Blue Mussel,Mytilus sp.,molluscs,NA,NA,,Unknown,20 mussels collected by snorkeling
26-Sep-23,Taylor Head,Fall,1,Northern Pipefish,Syngnathus fuscus,BonyFish,115,NA,,Unknown,Only sample collected was for a fish fin clip (bigeye)
26-Sep-23,Taylor Head,Fall,1,Northern Pipefish,Syngnathus fuscus,BonyFish,92,NA,,Unknown,
26-Sep-23,Taylor Head,Fall,1,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,57,NA,,Unknown,
26-Sep-23,Taylor Head,Fall,1,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,54,NA,,Unknown,
26-Sep-23,Taylor Head,Fall,1,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,44,NA,,Unknown,
26-Sep-23,Taylor Head,Fall,1,Mysid,Mysida,Crustaceans,NA,NA,,Unknown,40 mysids or so
26-Sep-23,Taylor Head,Fall,1,Crangonidae,Crangonyx sp.,Crustaceans,NA,NA,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Northern Pipefish,Syngnathus fuscus,BonyFish,132,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,99,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,57,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,41,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,54,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,48,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,54,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,49,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,55,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,47,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,42,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,42,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,40,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,45,,,Unknown,
26-Sep-23,Taylor Head,Fall,2,Crangonidae,Crangonyx sp.,Crustaceans,NA,,,Unknown,43 sand shrimp
26-Sep-23,Taylor Head,Fall,2,Green crab,Carcinus maenas,Crustaceans,NA,,,Unknown,3 green crabs (basically at every site)
26-Sep-23,Taylor Head,Fall,2,Mysid,Mysida,Crustaceans,NA,,,Unknown,Lots
26-Sep-23,Taylor Head,Fall,3,Bigeye,Priacanthidae,BonyFish,80,,,Unknown,DNA sequences match to Priacanthus arenatus (Atlantic bigeye)
26-Sep-23,Taylor Head,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,163,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,85,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,44,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,48,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,44,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,54,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,52,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,47,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,36,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,50,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Sandlance,Ammodytes sp.,BonyFish,131,,,Unknown,
26-Sep-23,Taylor Head,Fall,3,Atlantic Silverside,Menidia menidia,BonyFish,61,,,Unknown,
27-Sep-23,Moosehead,Fall,1,Sculpin,Cottoidei,BonyFish,75,,,Unknown,
27-Sep-23,Moosehead,Fall,1,Northern Pipefish,Syngnathus fuscus,BonyFish,79,,,Unknown,
27-Sep-23,Moosehead,Fall,1,Gunnel ,Pholis sp.,BonyFish,103,,,Unknown,
27-Sep-23,Moosehead,Fall,1,Green crab,Carcinus maenas,Crustaceans,NA,,,Unknown,"3 green crab, some sand shrimp, mysids"
27-Sep-23,Moosehead,Fall,2,Mackerel,Scomber scombrus,BonyFish,250,,R:/Science/CESD/HES_MPAGroup/Data/Field Photos/2023 Seining/Fall/Mooshead/IMG_1110.JPG,Unknown,Full grown mackerel?
27-Sep-23,Moosehead,Fall,2,Northern Pipefish,Syngnathus fuscus,BonyFish,66,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Bigeye,Priacanthidae,BonyFish,85,,R:/Science/CESD/HES_MPAGroup/Data/Field Photos/2023 Seining/Fall/Mooshead/IMG_1111.JPG,Unknown,Atlantic bigeye or Glasseye
27-Sep-23,Moosehead,Fall,2,Sculpin,Cottoidei,BonyFish,96,,R:/Science/CESD/HES_MPAGroup/Data/Field Photos/2023 Seining/Fall/Mooshead/IMG_1113.JPG,Unknown,
27-Sep-23,Moosehead,Fall,2,Northern Pipefish,Syngnathus fuscus,BonyFish,134,,,Mature,
27-Sep-23,Moosehead,Fall,2,Gunnel ,Pholis sp.,BonyFish,115,,,Mature,
27-Sep-23,Moosehead,Fall,2,Atlantic Silverside,Menidia menidia,BonyFish,94,,,Unknown,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,37,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,33,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,White Hake,Urophycis tenuis,BonyFish,NA,,,Unknown,Missing head
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,47,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,46,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,38,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,47,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,32,,,Unknown,
27-Sep-23,Moosehead,Fall,2,Winter Flounder,Pseudopleuronectes americanus,BonyFish,36,,,Juvenile,
27-Sep-23,Moosehead,Fall,2,Isopod,Idotea balthica,Crustaceans,NA,,,Unknown,"One isopod, many mysids, sand shrimp, green crab"
27-Sep-23,Moosehead,Fall,3,Sculpin,Cottoidei,BonyFish,103,,R:/Science/CESD/HES_MPAGroup/Data/Field Photos/2023 Seining/Fall/Mooshead/IMG_1117.JPG,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,84,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,65,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,144,,,Mature,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,153,,,Mature,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,129,,,Mature,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,73,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,78,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,119,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,72,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,87,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,88,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Northern Pipefish,Syngnathus fuscus,BonyFish,97,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Alewife,Alosa pseudoharengus,BonyFish,58,,R:/Science/CESD/HES_MPAGroup/Data/Field Photos/2023 Seining/Fall/Mooshead/IMG_1118.JPG,Juvenile,razor belly
27-Sep-23,Moosehead,Fall,3,Threespine Stickleback,Gasterosteus aculeatus,BonyFish,44,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Winter Flounder,Pseudopleuronectes americanus,BonyFish,34,,,Juvenile,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,85,,,Unknown,"Half the sandlance escaped through the net, not accurate count"
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,83,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,78,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,76,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,71,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,81,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,82,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,83,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,82,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,75,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,106,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,84,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,84,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,84,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,78,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,84,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,86,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,80,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,71,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,73,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Sandlance,Ammodytes sp.,BonyFish,86,,,Unknown,
27-Sep-23,Moosehead,Fall,3,Green crab,Carcinus maenas,Crustaceans,NA,NA,NA,Mature,"Lots of sand shrimp, mysids, green crab"
